sourceDomainId	actions	targetDomainId	databases	type	drugbankId	uniprotId
drugbank.DB00820		5149	DrugCentral	DrugHasTarget	DB00820	Q13956
drugbank.DB00820		3757	DrugCentral	DrugHasTarget	DB00820	Q12809
drugbank.DB00606		2891	DrugCentral	DrugHasTarget	DB00606	P42262
drugbank.DB00606		2890	DrugCentral	DrugHasTarget	DB00606	P42261
drugbank.DB00606		6559	DrugCentral	DrugHasTarget	DB00606	P55017
drugbank.DB01148		5141	DrugCentral	DrugHasTarget	DB01148	P27815
drugbank.DB01148		5142	DrugCentral	DrugHasTarget	DB01148	Q07343
drugbank.DB01148		5143	DrugCentral	DrugHasTarget	DB01148	Q08493
drugbank.DB01148		5144	DrugCentral	DrugHasTarget	DB01148	Q08499
drugbank.DB01148		5150	DrugCentral	DrugHasTarget	DB01148	Q13946
drugbank.DB01148		27115	DrugCentral	DrugHasTarget	DB01148	Q9NP56
drugbank.DB01148		5151	DrugCentral	DrugHasTarget	DB01148	O60658
drugbank.DB01148		8622	DrugCentral	DrugHasTarget	DB01148	O95263
drugbank.DB01208			DrugCentral	DrugHasTarget	DB01208	P0AFI2
drugbank.DB01208			DrugCentral	DrugHasTarget	DB01208	P20083
drugbank.DB01208			DrugCentral	DrugHasTarget	DB01208	P0AES4
drugbank.DB01208			DrugCentral	DrugHasTarget	DB01208	P0AES6
drugbank.DB01234		5241	DrugCentral	DrugHasTarget	DB01234	P06401
drugbank.DB01234		367	DrugCentral	DrugHasTarget	DB01234	P10275
drugbank.DB00209		1129	DrugCentral	DrugHasTarget	DB00209	P08172
drugbank.DB00530		5602	DrugCentral	DrugHasTarget	DB00530	P53779
drugbank.DB00530		2322	DrugCentral	DrugHasTarget	DB00530	P36888
drugbank.DB00530		25	DrugCentral	DrugHasTarget	DB00530	P00519
drugbank.DB00530		55561	DrugCentral	DrugHasTarget	DB00530	Q6DT37
drugbank.DB00530		2321	DrugCentral	DrugHasTarget	DB00530	P17948
drugbank.DB00530		5601	DrugCentral	DrugHasTarget	DB00530	P45984
drugbank.DB00530		2868	DrugCentral	DrugHasTarget	DB00530	P32298
drugbank.DB00530		3791	DrugCentral	DrugHasTarget	DB00530	P35968
drugbank.DB00530		6714	DrugCentral	DrugHasTarget	DB00530	P12931
drugbank.DB00530		10746	DrugCentral	DrugHasTarget	DB00530	Q9Y2U5
drugbank.DB00530		25989	DrugCentral	DrugHasTarget	DB00530	Q6PHR2
drugbank.DB00530		27	DrugCentral	DrugHasTarget	DB00530	P42684
drugbank.DB00530		8445	DrugCentral	DrugHasTarget	DB00530	Q92630
drugbank.DB00530		5156	DrugCentral	DrugHasTarget	DB00530	P16234
drugbank.DB00530		640	DrugCentral	DrugHasTarget	DB00530	P51451
drugbank.DB00530		4233	DrugCentral	DrugHasTarget	DB00530	P08581
drugbank.DB00530		1454	DrugCentral	DrugHasTarget	DB00530	P49674
drugbank.DB00530		2065	DrugCentral	DrugHasTarget	DB00530	P21860
drugbank.DB00530		2051	DrugCentral	DrugHasTarget	DB00530	O15197
drugbank.DB00530		8767	DrugCentral	DrugHasTarget	DB00530	O43353
drugbank.DB00530		2050	DrugCentral	DrugHasTarget	DB00530	P54760
drugbank.DB00530		3717	DrugCentral	DrugHasTarget	DB00530	O60674
drugbank.DB00530		23235	DrugCentral	DrugHasTarget	DB00530	Q9H0K1
drugbank.DB00530		2580	DrugCentral	DrugHasTarget	DB00530	O14976
drugbank.DB00530		388228	DrugCentral	DrugHasTarget	DB00530	Q52WX2
drugbank.DB00530		6790	DrugCentral	DrugHasTarget	DB00530	O14965
drugbank.DB00530		5607	DrugCentral	DrugHasTarget	DB00530	Q13163
drugbank.DB00530		1453	DrugCentral	DrugHasTarget	DB00530	P48730
drugbank.DB00530		5610	DrugCentral	DrugHasTarget	DB00530	P19525
drugbank.DB00530		5596	DrugCentral	DrugHasTarget	DB00530	P31152
drugbank.DB00530		29110	DrugCentral	DrugHasTarget	DB00530	Q9UHD2
drugbank.DB00530		2324	DrugCentral	DrugHasTarget	DB00530	P35916
drugbank.DB00530		79934	DrugCentral	DrugHasTarget	DB00530	Q96D53
drugbank.DB00530		8569	DrugCentral	DrugHasTarget	DB00530	Q9BUB5
drugbank.DB00530		2268	DrugCentral	DrugHasTarget	DB00530	P09769
drugbank.DB00530		1613	DrugCentral	DrugHasTarget	DB00530	O43293
drugbank.DB00530		2444	DrugCentral	DrugHasTarget	DB00530	P42685
drugbank.DB00530		2046	DrugCentral	DrugHasTarget	DB00530	P29322
drugbank.DB00530		7272	DrugCentral	DrugHasTarget	DB00530	P33981
drugbank.DB00530		7075	DrugCentral	DrugHasTarget	DB00530	P35590
drugbank.DB00530		2042	DrugCentral	DrugHasTarget	DB00530	P29320
drugbank.DB00530		6793	DrugCentral	DrugHasTarget	DB00530	O94804
drugbank.DB00530		9262	DrugCentral	DrugHasTarget	DB00530	O94768
drugbank.DB00530		10733	DrugCentral	DrugHasTarget	DB00530	O00444
drugbank.DB00530		22848	DrugCentral	DrugHasTarget	DB00530	Q2M2I8
drugbank.DB00530		3718	DrugCentral	DrugHasTarget	DB00530	P52333
drugbank.DB00530		440275	DrugCentral	DrugHasTarget	DB00530	Q9P2K8
drugbank.DB00530		5979	DrugCentral	DrugHasTarget	DB00530	P07949
drugbank.DB00530		1760	DrugCentral	DrugHasTarget	DB00530	Q09013
drugbank.DB00530		780	DrugCentral	DrugHasTarget	DB00530	Q08345
drugbank.DB00530		7301	DrugCentral	DrugHasTarget	DB00530	Q06418
drugbank.DB00530		7525	DrugCentral	DrugHasTarget	DB00530	P07947
drugbank.DB00530		3932	DrugCentral	DrugHasTarget	DB00530	P06239
drugbank.DB00530		85366	DrugCentral	DrugHasTarget	DB00530	Q9H1R3
drugbank.DB00530		4058	DrugCentral	DrugHasTarget	DB00530	P29376
drugbank.DB00530		80122	DrugCentral	DrugHasTarget	DB00530	Q56UN5
drugbank.DB00530		1445	DrugCentral	DrugHasTarget	DB00530	P41240
drugbank.DB00530		558	DrugCentral	DrugHasTarget	DB00530	P30530
drugbank.DB00530		51086	DrugCentral	DrugHasTarget	DB00530	Q59H18
drugbank.DB00530		2064	DrugCentral	DrugHasTarget	DB00530	P04626
drugbank.DB00530		3055	DrugCentral	DrugHasTarget	DB00530	P08631
drugbank.DB00530		6795	DrugCentral	DrugHasTarget	DB00530	Q9UQB9
drugbank.DB00530		26576	DrugCentral	DrugHasTarget	DB00530	Q9UPE1
drugbank.DB00530		7294	DrugCentral	DrugHasTarget	DB00530	P42681
drugbank.DB00530		5159	DrugCentral	DrugHasTarget	DB00530	P09619
drugbank.DB01268		695	DrugCentral	DrugHasTarget	DB01268	Q06187
drugbank.DB00530		2263	DrugCentral	DrugHasTarget	DB00530	P21802
drugbank.DB00530		238	DrugCentral	DrugHasTarget	DB00530	Q9UM73
drugbank.DB00530		11113	DrugCentral	DrugHasTarget	DB00530	O14578
drugbank.DB00530		147746	DrugCentral	DrugHasTarget	DB00530	Q8NE63
drugbank.DB00530		56997	DrugCentral	DrugHasTarget	DB00530	Q8NI60
drugbank.DB00530		4215	DrugCentral	DrugHasTarget	DB00530	Q99759
drugbank.DB00530		50488	DrugCentral	DrugHasTarget	DB00530	Q8N4C8
drugbank.DB00530		120892	DrugCentral	DrugHasTarget	DB00530	Q5S007
drugbank.DB00530		79837	DrugCentral	DrugHasTarget	DB00530	Q8TBX8
drugbank.DB00530		27148	DrugCentral	DrugHasTarget	DB00530	Q9NRP7
drugbank.DB00530		3815	DrugCentral	DrugHasTarget	DB00530	P10721
drugbank.DB00530		2066	DrugCentral	DrugHasTarget	DB00530	Q15303
drugbank.DB00530		55589	DrugCentral	DrugHasTarget	DB00530	Q9NSY1
drugbank.DB00530		9263	DrugCentral	DrugHasTarget	DB00530	Q9UEE5
drugbank.DB00530		285220	DrugCentral	DrugHasTarget	DB00530	Q9UF33
drugbank.DB00530		23043	DrugCentral	DrugHasTarget	DB00530	Q9UKE5
drugbank.DB00530		817	DrugCentral	DrugHasTarget	DB00530	Q13557
drugbank.DB00530		8986	DrugCentral	DrugHasTarget	DB00530	O75676
drugbank.DB00530		9212	DrugCentral	DrugHasTarget	DB00530	Q96GD4
drugbank.DB00530		9748	DrugCentral	DrugHasTarget	DB00530	Q9H2G2
drugbank.DB00530		2872	DrugCentral	DrugHasTarget	DB00530	Q9HBH9
drugbank.DB00530		7297	DrugCentral	DrugHasTarget	DB00530	P29597
drugbank.DB00530		2045	DrugCentral	DrugHasTarget	DB00530	Q15375
drugbank.DB00530		54101	DrugCentral	DrugHasTarget	DB00530	P57078
drugbank.DB00530		4067	DrugCentral	DrugHasTarget	DB00530	P07948
drugbank.DB00530		2044	DrugCentral	DrugHasTarget	DB00530	P54756
drugbank.DB00530		10461	DrugCentral	DrugHasTarget	DB00530	Q12866
drugbank.DB00530		2047	DrugCentral	DrugHasTarget	DB00530	P54762
drugbank.DB00530		8711	DrugCentral	DrugHasTarget	DB00530	Q13470
drugbank.DB12082		5139	DrugCentral	DrugHasTarget	DB12082	Q14432
drugbank.DB00276		6580	DrugCentral	DrugHasTarget	DB00276	O15245
drugbank.DB00276		7155	DrugCentral	DrugHasTarget	DB00276	Q02880
drugbank.DB09017		5724	DrugCentral	DrugHasTarget	DB09017	P25105
drugbank.DB06771			DrugCentral	DrugHasTarget	DB06771	P0AFI2
drugbank.DB06771			DrugCentral	DrugHasTarget	DB06771	P20083
drugbank.DB06771			DrugCentral	DrugHasTarget	DB06771	P0AES4
drugbank.DB06771			DrugCentral	DrugHasTarget	DB06771	P0AES6
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P02918
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P02919
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P08506
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P0AD65
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P0AD68
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P0AEB2
drugbank.DB00535			DrugCentral	DrugHasTarget	DB00535	P24228
drugbank.DB12465		140	DrugCentral	DrugHasTarget	DB12465	P0DMS8
drugbank.DB12465			DrugCentral	DrugHasTarget	DB12465	P08909
drugbank.DB12465		3362	DrugCentral	DrugHasTarget	DB12465	P50406
drugbank.DB12465		1813	DrugCentral	DrugHasTarget	DB12465	P14416
drugbank.DB12465		1815	DrugCentral	DrugHasTarget	DB12465	P21917
drugbank.DB12465		3351	DrugCentral	DrugHasTarget	DB12465	P28222
drugbank.DB12465		3352	DrugCentral	DrugHasTarget	DB12465	P28221
drugbank.DB12465		10280	DrugCentral	DrugHasTarget	DB12465	Q99720
drugbank.DB12082		5140	DrugCentral	DrugHasTarget	DB12082	Q13370
drugbank.DB12082		3757	DrugCentral	DrugHasTarget	DB12082	Q12809
drugbank.DB01268		3643	DrugCentral	DrugHasTarget	DB01268	P06213
drugbank.DB09097			DrugCentral	DrugHasTarget	DB09097	P08909
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P02918
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P02919
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P08506
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P0AD65
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P0AD68
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P0AEB2
drugbank.DB00456			DrugCentral	DrugHasTarget	DB00456	P24228
drugbank.DB06820			DrugCentral	DrugHasTarget	DB06820	P00811
drugbank.DB06820		9971	DrugCentral	DrugHasTarget	DB06820	Q96RI1
drugbank.DB06820		4190	DrugCentral	DrugHasTarget	DB06820	P40925
drugbank.DB06820			DrugCentral	DrugHasTarget	DB06820	P10613
drugbank.DB00795		760	DrugCentral	DrugHasTarget	DB00795	P00918
drugbank.DB00795		759	DrugCentral	DrugHasTarget	DB00795	P00915
drugbank.DB01268		5602	DrugCentral	DrugHasTarget	DB01268	P53779
drugbank.DB01268		5604	DrugCentral	DrugHasTarget	DB01268	Q02750
drugbank.DB01268		8999	DrugCentral	DrugHasTarget	DB01268	Q92772
drugbank.DB01268		25	DrugCentral	DrugHasTarget	DB01268	P00519
drugbank.DB01268		1956	DrugCentral	DrugHasTarget	DB01268	P00533
drugbank.DB01268		5588	DrugCentral	DrugHasTarget	DB01268	Q04759
drugbank.DB01268		9201	DrugCentral	DrugHasTarget	DB01268	O15075
drugbank.DB01268		4593	DrugCentral	DrugHasTarget	DB01268	O15146
drugbank.DB01268		5294	DrugCentral	DrugHasTarget	DB01268	P48736
drugbank.DB01268		5601	DrugCentral	DrugHasTarget	DB01268	P45984
drugbank.DB01268		6714	DrugCentral	DrugHasTarget	DB01268	P12931
drugbank.DB01268		2261	DrugCentral	DrugHasTarget	DB01268	P22607
drugbank.DB01268		8536	DrugCentral	DrugHasTarget	DB01268	Q14012
drugbank.DB01268		140901	DrugCentral	DrugHasTarget	DB01268	Q8TDR2
drugbank.DB01268		814	DrugCentral	DrugHasTarget	DB01268	Q16566
drugbank.DB01268		84446	DrugCentral	DrugHasTarget	DB01268	Q8TDC3
drugbank.DB01268		2264	DrugCentral	DrugHasTarget	DB01268	P22455
drugbank.DB01268		6732	DrugCentral	DrugHasTarget	DB01268	Q96SB4
drugbank.DB01268		8445	DrugCentral	DrugHasTarget	DB01268	Q92630
drugbank.DB01268		8780	DrugCentral	DrugHasTarget	DB01268	O14730
drugbank.DB01268		4233	DrugCentral	DrugHasTarget	DB01268	P08581
drugbank.DB01268		1454	DrugCentral	DrugHasTarget	DB01268	P49674
drugbank.DB01268		140469	DrugCentral	DrugHasTarget	DB01268	Q8WXR4
drugbank.DB01268		5606	DrugCentral	DrugHasTarget	DB01268	P46734
drugbank.DB01268		5063	DrugCentral	DrugHasTarget	DB01268	O75914
drugbank.DB01268		816	DrugCentral	DrugHasTarget	DB01268	Q13554
drugbank.DB01268		3717	DrugCentral	DrugHasTarget	DB01268	O60674
drugbank.DB01268		27330	DrugCentral	DrugHasTarget	DB01268	Q9UK32
drugbank.DB01268		4140	DrugCentral	DrugHasTarget	DB01268	P27448
drugbank.DB01268		6195	DrugCentral	DrugHasTarget	DB01268	Q15418
drugbank.DB01268		167359	DrugCentral	DrugHasTarget	DB01268	Q8IY84
drugbank.DB01268		2580	DrugCentral	DrugHasTarget	DB01268	O14976
drugbank.DB01268		388228	DrugCentral	DrugHasTarget	DB01268	Q52WX2
drugbank.DB01268		389840	DrugCentral	DrugHasTarget	DB01268	Q6ZN16
drugbank.DB01268		22983	DrugCentral	DrugHasTarget	DB01268	Q9Y2H9
drugbank.DB01268		6790	DrugCentral	DrugHasTarget	DB01268	O14965
drugbank.DB01268		5607	DrugCentral	DrugHasTarget	DB01268	Q13163
drugbank.DB01268		3716	DrugCentral	DrugHasTarget	DB01268	P23458
drugbank.DB01268		1453	DrugCentral	DrugHasTarget	DB01268	P48730
drugbank.DB01268		3702	DrugCentral	DrugHasTarget	DB01268	Q08881
drugbank.DB01268		10114	DrugCentral	DrugHasTarget	DB01268	Q9H422
drugbank.DB01268		28996	DrugCentral	DrugHasTarget	DB01268	Q9H2X6
drugbank.DB01268		415116	DrugCentral	DrugHasTarget	DB01268	Q86V86
drugbank.DB01268		9833	DrugCentral	DrugHasTarget	DB01268	Q14680
drugbank.DB01268		7465	DrugCentral	DrugHasTarget	DB01268	P30291
drugbank.DB00568		59340	DrugCentral	DrugHasTarget	DB00568	Q9H3N8
drugbank.DB01268		5610	DrugCentral	DrugHasTarget	DB01268	P19525
drugbank.DB01268		9891	DrugCentral	DrugHasTarget	DB01268	O60285
drugbank.DB01268		9024	DrugCentral	DrugHasTarget	DB01268	Q8IWQ3
drugbank.DB01268		9128	DrugCentral	DrugHasTarget	DB01268	O43172
drugbank.DB01268		5587	DrugCentral	DrugHasTarget	DB01268	Q15139
drugbank.DB01268		9175	DrugCentral	DrugHasTarget	DB01268	O43283
drugbank.DB01268		29110	DrugCentral	DrugHasTarget	DB01268	Q9UHD2
drugbank.DB01268		ICK	DrugCentral	DrugHasTarget	DB01268	Q9UPZ9
drugbank.DB01268		140609	DrugCentral	DrugHasTarget	DB01268	Q8TDX7
drugbank.DB01268		11184	DrugCentral	DrugHasTarget	DB01268	Q92918
drugbank.DB01268		2081	DrugCentral	DrugHasTarget	DB01268	O75460
drugbank.DB01268		8569	DrugCentral	DrugHasTarget	DB01268	Q9BUB5
drugbank.DB01268		57787	DrugCentral	DrugHasTarget	DB01268	Q96L34
drugbank.DB01268		9943	DrugCentral	DrugHasTarget	DB01268	O95747
drugbank.DB01268		2268	DrugCentral	DrugHasTarget	DB01268	P09769
drugbank.DB01268		23683	DrugCentral	DrugHasTarget	DB01268	O94806
drugbank.DB01268		23678	DrugCentral	DrugHasTarget	DB01268	Q96BR1
drugbank.DB01268		27347	DrugCentral	DrugHasTarget	DB01268	Q9UEW8
drugbank.DB01268		6885	DrugCentral	DrugHasTarget	DB01268	O43318
drugbank.DB01268		1196	DrugCentral	DrugHasTarget	DB01268	P49760
drugbank.DB01268		131890	DrugCentral	DrugHasTarget	DB01268	Q8WTQ7
drugbank.DB01268		340156	DrugCentral	DrugHasTarget	DB01268	Q86YV6
drugbank.DB01268		2444	DrugCentral	DrugHasTarget	DB01268	P42685
drugbank.DB01268		204851	DrugCentral	DrugHasTarget	DB01268	Q86Z02
drugbank.DB01268		1195	DrugCentral	DrugHasTarget	DB01268	P49759
drugbank.DB01268		7272	DrugCentral	DrugHasTarget	DB01268	P33981
drugbank.DB01268		11011	DrugCentral	DrugHasTarget	DB01268	Q86UE8
drugbank.DB01268		2042	DrugCentral	DrugHasTarget	DB01268	P29320
drugbank.DB01268		6793	DrugCentral	DrugHasTarget	DB01268	O94804
drugbank.DB01268		2241	DrugCentral	DrugHasTarget	DB01268	P16591
drugbank.DB01268		8576	DrugCentral	DrugHasTarget	DB01268	O75716
drugbank.DB01268		9262	DrugCentral	DrugHasTarget	DB01268	O94768
drugbank.DB01268		818	DrugCentral	DrugHasTarget	DB01268	Q13555
drugbank.DB01268		10733	DrugCentral	DrugHasTarget	DB01268	O00444
drugbank.DB01268		22848	DrugCentral	DrugHasTarget	DB01268	Q2M2I8
drugbank.DB01268		2011	DrugCentral	DrugHasTarget	DB01268	Q7KZI7
drugbank.DB01268		3718	DrugCentral	DrugHasTarget	DB01268	P52333
drugbank.DB01268		9252	DrugCentral	DrugHasTarget	DB01268	O75582
drugbank.DB01268		1459	DrugCentral	DrugHasTarget	DB01268	P19784
drugbank.DB01268		7525	DrugCentral	DrugHasTarget	DB01268	P07947
drugbank.DB01268		11329	DrugCentral	DrugHasTarget	DB01268	Q15208
drugbank.DB01268		5586	DrugCentral	DrugHasTarget	DB01268	Q16513
drugbank.DB01268		3757	DrugCentral	DrugHasTarget	DB01268	Q12809
drugbank.DB01268		57551	DrugCentral	DrugHasTarget	DB01268	Q7L7X3
drugbank.DB01268		3055	DrugCentral	DrugHasTarget	DB01268	P08631
drugbank.DB01268		6795	DrugCentral	DrugHasTarget	DB01268	Q9UQB9
drugbank.DB01268		5261	DrugCentral	DrugHasTarget	DB01268	P15735
drugbank.DB01268		53944	DrugCentral	DrugHasTarget	DB01268	Q9HCP0
drugbank.DB01268		4914	DrugCentral	DrugHasTarget	DB01268	P04629
drugbank.DB01268		2260	DrugCentral	DrugHasTarget	DB01268	P11362
drugbank.DB01268		2263	DrugCentral	DrugHasTarget	DB01268	P21802
drugbank.DB01268		6093	DrugCentral	DrugHasTarget	DB01268	Q13464
drugbank.DB01268		6197	DrugCentral	DrugHasTarget	DB01268	P51812
drugbank.DB01268		11113	DrugCentral	DrugHasTarget	DB01268	O14578
drugbank.DB01268		53904	DrugCentral	DrugHasTarget	DB01268	Q8NEV4
drugbank.DB01268		147746	DrugCentral	DrugHasTarget	DB01268	Q8NE63
drugbank.DB01268		255239	DrugCentral	DrugHasTarget	DB01268	Q8NFD2
drugbank.DB01268		10494	DrugCentral	DrugHasTarget	DB01268	O00506
drugbank.DB01268		4638	DrugCentral	DrugHasTarget	DB01268	Q15746
drugbank.DB01268		4216	DrugCentral	DrugHasTarget	DB01268	Q9Y6R4
drugbank.DB01268		11183	DrugCentral	DrugHasTarget	DB01268	Q9Y4K4
drugbank.DB01268		23012	DrugCentral	DrugHasTarget	DB01268	Q9Y2H1
drugbank.DB01268		166614	DrugCentral	DrugHasTarget	DB01268	Q8N568
drugbank.DB01268		50488	DrugCentral	DrugHasTarget	DB01268	Q8N4C8
drugbank.DB01268		122011	DrugCentral	DrugHasTarget	DB01268	Q8N752
drugbank.DB01268		120892	DrugCentral	DrugHasTarget	DB01268	Q5S007
drugbank.DB01268		56924	DrugCentral	DrugHasTarget	DB01268	Q9NQU5
drugbank.DB01268		51135	DrugCentral	DrugHasTarget	DB01268	Q9NWZ3
drugbank.DB01268		3645	DrugCentral	DrugHasTarget	DB01268	P14616
drugbank.DB01268		55589	DrugCentral	DrugHasTarget	DB01268	Q9NSY1
drugbank.DB01268		11040	DrugCentral	DrugHasTarget	DB01268	Q9P1W9
drugbank.DB01268		57144	DrugCentral	DrugHasTarget	DB01268	Q9P286
drugbank.DB01268		9263	DrugCentral	DrugHasTarget	DB01268	Q9UEE5
drugbank.DB01268		3480	DrugCentral	DrugHasTarget	DB01268	P08069
drugbank.DB01268		4296	DrugCentral	DrugHasTarget	DB01268	Q16584
drugbank.DB01268		285220	DrugCentral	DrugHasTarget	DB01268	Q9UF33
drugbank.DB01268		4145	DrugCentral	DrugHasTarget	DB01268	P42679
drugbank.DB01268		23043	DrugCentral	DrugHasTarget	DB01268	Q9UKE5
drugbank.DB01268		10645	DrugCentral	DrugHasTarget	DB01268	Q96RR4
drugbank.DB01268		8986	DrugCentral	DrugHasTarget	DB01268	O75676
drugbank.DB01268		9212	DrugCentral	DrugHasTarget	DB01268	Q96GD4
drugbank.DB01268		9748	DrugCentral	DrugHasTarget	DB01268	Q9H2G2
drugbank.DB01268		57396	DrugCentral	DrugHasTarget	DB01268	Q9HAZ1
drugbank.DB01268		2872	DrugCentral	DrugHasTarget	DB01268	Q9HBH9
drugbank.DB01268		23604	DrugCentral	DrugHasTarget	DB01268	Q9UIK4
drugbank.DB01268		658	DrugCentral	DrugHasTarget	DB01268	O00238
drugbank.DB01268		7297	DrugCentral	DrugHasTarget	DB01268	P29597
drugbank.DB01268		3654	DrugCentral	DrugHasTarget	DB01268	P51617
drugbank.DB00574		147	DrugCentral	DrugHasTarget	DB00574	P35368
drugbank.DB01268		6789	DrugCentral	DrugHasTarget	DB01268	Q13043
drugbank.DB01268		5753	DrugCentral	DrugHasTarget	DB01268	Q13882
drugbank.DB01268		84254	DrugCentral	DrugHasTarget	DB01268	Q8N5S9
drugbank.DB01268		57118	DrugCentral	DrugHasTarget	DB01268	Q8IU85
drugbank.DB01268		6788	DrugCentral	DrugHasTarget	DB01268	Q13188
drugbank.DB01268		57172	DrugCentral	DrugHasTarget	DB01268	Q96NX5
drugbank.DB01268		5562	DrugCentral	DrugHasTarget	DB01268	Q13131
drugbank.DB01268		4751	DrugCentral	DrugHasTarget	DB01268	P51955
drugbank.DB01268		4067	DrugCentral	DrugHasTarget	DB01268	P07948
drugbank.DB01268		6196	DrugCentral	DrugHasTarget	DB01268	Q15349
drugbank.DB01268		2044	DrugCentral	DrugHasTarget	DB01268	P54756
drugbank.DB01268		9706	DrugCentral	DrugHasTarget	DB01268	Q8IYT8
drugbank.DB01268		2047	DrugCentral	DrugHasTarget	DB01268	P54762
drugbank.DB01268		5260	DrugCentral	DrugHasTarget	DB01268	Q16816
drugbank.DB01268		10188	DrugCentral	DrugHasTarget	DB01268	Q07912
drugbank.DB01268		5290	DrugCentral	DrugHasTarget	DB01268	P42336
drugbank.DB01268		5127	DrugCentral	DrugHasTarget	DB01268	Q00536
drugbank.DB01268		8491	DrugCentral	DrugHasTarget	DB01268	Q8IVH8
drugbank.DB01268		5747	DrugCentral	DrugHasTarget	DB01268	Q05397
drugbank.DB01268		1457	DrugCentral	DrugHasTarget	DB01268	P68400
drugbank.DB01268		208	DrugCentral	DrugHasTarget	DB01268	P31751
drugbank.DB01268		4916	DrugCentral	DrugHasTarget	DB01268	Q16288
drugbank.DB01268		6794	DrugCentral	DrugHasTarget	DB01268	Q15831
drugbank.DB01268		6011	DrugCentral	DrugHasTarget	DB01268	Q15835
drugbank.DB01268		11213	DrugCentral	DrugHasTarget	DB01268	Q9Y616
drugbank.DB01268		815	DrugCentral	DrugHasTarget	DB01268	Q9UQM7
drugbank.DB01268		2868	DrugCentral	DrugHasTarget	DB01268	P32298
drugbank.DB01268		10746	DrugCentral	DrugHasTarget	DB01268	Q9Y2U5
drugbank.DB01268		25989	DrugCentral	DrugHasTarget	DB01268	Q6PHR2
drugbank.DB01268		27	DrugCentral	DrugHasTarget	DB01268	P42684
drugbank.DB01268		4139	DrugCentral	DrugHasTarget	DB01268	Q9P0L2
drugbank.DB01268		51765	DrugCentral	DrugHasTarget	DB01268	Q9P289
drugbank.DB01268		10769	DrugCentral	DrugHasTarget	DB01268	Q9NYY3
drugbank.DB01268		659	DrugCentral	DrugHasTarget	DB01268	Q13873
drugbank.DB01268		2185	DrugCentral	DrugHasTarget	DB01268	Q14289
drugbank.DB01268		640	DrugCentral	DrugHasTarget	DB01268	P51451
drugbank.DB01268		26524	DrugCentral	DrugHasTarget	DB01268	Q9NRM7
drugbank.DB01268		1147	DrugCentral	DrugHasTarget	DB01268	O15111
drugbank.DB01268		9149	DrugCentral	DrugHasTarget	DB01268	Q9Y463
drugbank.DB01268		9641	DrugCentral	DrugHasTarget	DB01268	Q14164
drugbank.DB01268		PRPF4B	DrugCentral	DrugHasTarget	DB01268	Q13523
drugbank.DB01268		54861	DrugCentral	DrugHasTarget	DB01268	Q9NRH2
drugbank.DB01268		25778	DrugCentral	DrugHasTarget	DB01268	Q6XUX3
drugbank.DB01268			DrugCentral	DrugHasTarget	DB01268	P9WI81
drugbank.DB01268			DrugCentral	DrugHasTarget	DB01268	P62344
drugbank.DB01268		2051	DrugCentral	DrugHasTarget	DB01268	O15197
drugbank.DB01268		5293	DrugCentral	DrugHasTarget	DB01268	O00329
drugbank.DB01268		23235	DrugCentral	DrugHasTarget	DB01268	Q9H0K1
drugbank.DB01268		51347	DrugCentral	DrugHasTarget	DB01268	Q9H2K8
drugbank.DB01268		1452	DrugCentral	DrugHasTarget	DB01268	P48729
drugbank.DB01268		80351	DrugCentral	DrugHasTarget	DB01268	Q9H2K2
drugbank.DB01268		1022	DrugCentral	DrugHasTarget	DB01268	P50613
drugbank.DB01268		9475	DrugCentral	DrugHasTarget	DB01268	O75116
drugbank.DB01268		8428	DrugCentral	DrugHasTarget	DB01268	Q9Y6E0
drugbank.DB01268		1456	DrugCentral	DrugHasTarget	DB01268	Q9Y6M4
drugbank.DB01268		1612	DrugCentral	DrugHasTarget	DB01268	P53355
drugbank.DB01268		5563	DrugCentral	DrugHasTarget	DB01268	P54646
drugbank.DB01268		2534	DrugCentral	DrugHasTarget	DB01268	P06241
drugbank.DB01268		100130827	DrugCentral	DrugHasTarget	DB01268	P0C264
drugbank.DB01268		30811	DrugCentral	DrugHasTarget	DB01268	P57058
drugbank.DB01268		4921	DrugCentral	DrugHasTarget	DB01268	Q16832
drugbank.DB01268		5128	DrugCentral	DrugHasTarget	DB01268	Q00537
drugbank.DB01268		1613	DrugCentral	DrugHasTarget	DB01268	O43293
drugbank.DB01268		7075	DrugCentral	DrugHasTarget	DB01268	P35590
drugbank.DB01268		10298	DrugCentral	DrugHasTarget	DB01268	O96013
drugbank.DB01268		85443	DrugCentral	DrugHasTarget	DB01268	Q9C098
drugbank.DB01268		5218	DrugCentral	DrugHasTarget	DB01268	O94921
