sourceDomainId	actions	targetDomainId	databases	type	drugbankId	uniprotId
drugbank.DB00001	inhibitor	2147	DrugCentral;DrugBank	DrugHasTarget	DB00001	P00734
drugbank.DB00002	antagonist	1956	DrugCentral;DrugBank	DrugHasTarget	DB00002	P00533
drugbank.DB00004	binder	3559	DrugCentral;DrugBank	DrugHasTarget	DB00004	P01589
drugbank.DB00004	agonist	3560	DrugCentral;DrugBank	DrugHasTarget	DB00004	P14784
drugbank.DB00004		3561	DrugCentral;DrugBank	DrugHasTarget	DB00004	P31785
drugbank.DB00005	antibody	7124	DrugCentral;DrugBank	DrugHasTarget	DB00005	P01375
drugbank.DB00006	inhibitor	2147	DrugCentral;DrugBank	DrugHasTarget	DB00006	P00734
drugbank.DB00007	agonist	2798	DrugCentral;DrugBank	DrugHasTarget	DB00007	P30968
drugbank.DB00008	agonist	3455	DrugCentral;DrugBank	DrugHasTarget	DB00008	P48551
drugbank.DB00008	agonist	3454	DrugCentral;DrugBank	DrugHasTarget	DB00008	P17181
drugbank.DB00009	activator	5340	DrugCentral;DrugBank	DrugHasTarget	DB00009	P00747
drugbank.DB00010	agonist	2692	DrugCentral;DrugBank	DrugHasTarget	DB00010	Q02643
drugbank.DB00012	agonist	2057	DrugCentral;DrugBank	DrugHasTarget	DB00012	P19235
drugbank.DB00013	activator	5340	DrugCentral;DrugBank	DrugHasTarget	DB00013	P00747
drugbank.DB00014	agonist	3973	DrugCentral;DrugBank	DrugHasTarget	DB00014	P22888
drugbank.DB00014	agonist	2798	DrugCentral;DrugBank	DrugHasTarget	DB00014	P30968
drugbank.DB00015	activator	5340	DrugCentral;DrugBank	DrugHasTarget	DB00015	P00747
drugbank.DB00016	agonist	2057	DrugCentral;DrugBank	DrugHasTarget	DB00016	P19235
drugbank.DB00017	agonist	799	DrugCentral;DrugBank	DrugHasTarget	DB00017	P30988
drugbank.DB00019	agonist	1441	DrugCentral;DrugBank	DrugHasTarget	DB00019	Q99062
drugbank.DB00020	agonist	1438	DrugCentral;DrugBank	DrugHasTarget	DB00020	P15509
drugbank.DB00020	agonist	1439	DrugCentral;DrugBank	DrugHasTarget	DB00020	P32927
drugbank.DB00022	agonist	3454	DrugCentral;DrugBank	DrugHasTarget	DB00022	P17181
drugbank.DB00022	agonist	3455	DrugCentral;DrugBank	DrugHasTarget	DB00022	P48551
drugbank.DB00024	agonist	7253	DrugCentral;DrugBank	DrugHasTarget	DB00024	P16473
drugbank.DB00026	antagonist	3554	DrugCentral;DrugBank	DrugHasTarget	DB00026	P14778
drugbank.DB00030	agonist	3643	DrugCentral;DrugBank	DrugHasTarget	DB00030	P06213
drugbank.DB00031	activator	5340	DrugCentral;DrugBank	DrugHasTarget	DB00031	P00747
drugbank.DB00035	agonist	554	DrugCentral;DrugBank	DrugHasTarget	DB00035	P30518
drugbank.DB00035		552	DrugCentral;DrugBank	DrugHasTarget	DB00035	P37288
drugbank.DB00035		553	DrugCentral;DrugBank	DrugHasTarget	DB00035	P47901
drugbank.DB00038	agonist	3590	DrugCentral;DrugBank	DrugHasTarget	DB00038	Q14626
drugbank.DB00039	agonist;binder	2263	DrugCentral;DrugBank	DrugHasTarget	DB00039	P21802
drugbank.DB00040	agonist	2642	DrugCentral;DrugBank	DrugHasTarget	DB00040	P47871
drugbank.DB00040	agonist	2740	DrugCentral;DrugBank	DrugHasTarget	DB00040	P43220
drugbank.DB00041	agonist;modulator	3560	DrugCentral;DrugBank	DrugHasTarget	DB00041	P14784
drugbank.DB00041	agonist;modulator	3559	DrugCentral;DrugBank	DrugHasTarget	DB00041	P01589
drugbank.DB00041	agonist	3561	DrugCentral;DrugBank	DrugHasTarget	DB00041	P31785
drugbank.DB00044	agonist	3973	DrugCentral;DrugBank	DrugHasTarget	DB00044	P22888
drugbank.DB00046	agonist	3643	DrugCentral;DrugBank	DrugHasTarget	DB00046	P06213
drugbank.DB00047	agonist	3643	DrugCentral;DrugBank	DrugHasTarget	DB00047	P06213
drugbank.DB00050	antagonist	2798	DrugCentral;DrugBank	DrugHasTarget	DB00050	P30968
drugbank.DB00050		3973	DrugCentral;DrugBank	DrugHasTarget	DB00050	P22888
drugbank.DB00051	antibody	7124	DrugCentral;DrugBank	DrugHasTarget	DB00051	P01375
drugbank.DB00052	binder	2690	DrugCentral;DrugBank	DrugHasTarget	DB00052	P10912
drugbank.DB00054	antagonist	3690	DrugCentral;DrugBank	DrugHasTarget	DB00054	P05106
drugbank.DB00054	antagonist	3674	DrugCentral;DrugBank	DrugHasTarget	DB00054	P08514
drugbank.DB00056	antibody	945	DrugCentral;DrugBank	DrugHasTarget	DB00056	P20138
drugbank.DB00060	agonist	3454	DrugCentral;DrugBank	DrugHasTarget	DB00060	P17181
drugbank.DB00060		3455	DrugCentral;DrugBank	DrugHasTarget	DB00060	P48551
drugbank.DB00063		3690	DrugCentral;DrugBank	DrugHasTarget	DB00063	P05106
drugbank.DB00065	inhibitor	7124	DrugCentral;DrugBank	DrugHasTarget	DB00065	P01375
drugbank.DB00066	agonist	2492	DrugCentral;DrugBank	DrugHasTarget	DB00066	P23945
drugbank.DB00067	agonist	554	DrugCentral;DrugBank	DrugHasTarget	DB00067	P30518
drugbank.DB00067		552	DrugCentral;DrugBank	DrugHasTarget	DB00067	P37288
drugbank.DB00067		553	DrugCentral;DrugBank	DrugHasTarget	DB00067	P47901
drugbank.DB00068	agonist	3454	DrugCentral;DrugBank	DrugHasTarget	DB00068	P17181
drugbank.DB00068	agonist	3455	DrugCentral;DrugBank	DrugHasTarget	DB00068	P48551
drugbank.DB00072	antibody	2064	DrugCentral;DrugBank	DrugHasTarget	DB00072	P04626
drugbank.DB00073	antibody	931	DrugCentral;DrugBank	DrugHasTarget	DB00073	P11836
drugbank.DB00074	antibody	3559	DrugCentral;DrugBank	DrugHasTarget	DB00074	P01589
drugbank.DB00075		915	DrugCentral;DrugBank	DrugHasTarget	DB00075	P04234
drugbank.DB00075	binder	916	DrugCentral;DrugBank	DrugHasTarget	DB00075	P07766
drugbank.DB00075		917	DrugCentral;DrugBank	DrugHasTarget	DB00075	P09693
drugbank.DB00078	antibody	931	DrugCentral;DrugBank	DrugHasTarget	DB00078	P11836
drugbank.DB00082	antagonist	2690	DrugCentral;DrugBank	DrugHasTarget	DB00082	P10912
drugbank.DB00087	antibody	1043	DrugCentral;DrugBank	DrugHasTarget	DB00087	P31358
drugbank.DB00091	inhibitor;binder	5478	DrugCentral;DrugBank	DrugHasTarget	DB00091	P62937
drugbank.DB00092	inhibitor	914	DrugCentral;DrugBank	DrugHasTarget	DB00092	P06729
drugbank.DB00093	agonist	552	DrugCentral;DrugBank	DrugHasTarget	DB00093	P37288
drugbank.DB00095	antibody	3683	DrugCentral;DrugBank	DrugHasTarget	DB00095	P20701
drugbank.DB00097		3973	DrugCentral;DrugBank	DrugHasTarget	DB00097	P22888
drugbank.DB00099	stimulator	1441	DrugCentral;DrugBank	DrugHasTarget	DB00099	Q99062
drugbank.DB00102		5159	DrugCentral;DrugBank	DrugHasTarget	DB00102	P09619
drugbank.DB00102		5156	DrugCentral;DrugBank	DrugHasTarget	DB00102	P16234
drugbank.DB00104		6751	DrugCentral	DrugHasTarget	DB00104	P30872
drugbank.DB00104		6755	DrugCentral	DrugHasTarget	DB00104	P35346
drugbank.DB00104		6752	DrugCentral	DrugHasTarget	DB00104	P30874
drugbank.DB00106	antagonist	2798	DrugCentral;DrugBank	DrugHasTarget	DB00106	P30968
drugbank.DB00107	agonist	5021	DrugCentral;DrugBank	DrugHasTarget	DB00107	P30559
drugbank.DB00107	binder	5020	DrugCentral;DrugBank	DrugHasTarget	DB00107	P01178
drugbank.DB00108	antibody	3676	DrugCentral;DrugBank	DrugHasTarget	DB00108	P13612
drugbank.DB00109			DrugCentral;DrugBank	DrugHasTarget	DB00109	Q53I07
drugbank.DB00111	antibody	3559	DrugCentral;DrugBank	DrugHasTarget	DB00111	P01589
drugbank.DB00111	antibody	3560	DrugCentral;DrugBank	DrugHasTarget	DB00111	P14784
drugbank.DB00112		7422	DrugCentral;DrugBank	DrugHasTarget	DB00112	P15692
drugbank.DB00115	cofactor	4548	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q99707
drugbank.DB00115	cofactor	4552	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q9UBK8
drugbank.DB00115	binder	166785	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q8IVH4
drugbank.DB00125		4843	DrugCentral;DrugBank	DrugHasTarget	DB00125	P35228
drugbank.DB00126	cofactor	5033	DrugCentral;DrugBank	DrugHasTarget	DB00126	P13674
drugbank.DB00126		9963	DrugCentral	DrugHasTarget	DB00126	Q9UHI7
drugbank.DB00126	cofactor	5351	DrugCentral;DrugBank	DrugHasTarget	DB00126	Q02809
drugbank.DB00128		10165	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q9UJS0
drugbank.DB00128		2805	DrugCentral;DrugBank	DrugHasTarget	DB00128	P17174
drugbank.DB00128		443	DrugCentral;DrugBank	DrugHasTarget	DB00128	P45381
drugbank.DB00128	substrate	440	DrugCentral;DrugBank	DrugHasTarget	DB00128	P08243
drugbank.DB00128		445	DrugCentral;DrugBank	DrugHasTarget	DB00128	P00966
drugbank.DB00128		95	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q03154
drugbank.DB00128		2806	DrugCentral;DrugBank	DrugHasTarget	DB00128	P00505
drugbank.DB00128		DARS	DrugCentral;DrugBank	DrugHasTarget	DB00128	P14868
drugbank.DB00128		8604	DrugCentral;DrugBank	DrugHasTarget	DB00128	O75746
drugbank.DB00128		444	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q12797
drugbank.DB00132		5465	DrugCentral;DrugBank	DrugHasTarget	DB00132	Q07869
drugbank.DB00132		5467	DrugCentral;DrugBank	DrugHasTarget	DB00132	Q03181
drugbank.DB00132		5468	DrugCentral;DrugBank	DrugHasTarget	DB00132	P37231
drugbank.DB00136	antagonist	7421	DrugCentral;DrugBank	DrugHasTarget	DB00136	P11473
drugbank.DB00139		56670	DrugCentral;DrugBank	DrugHasTarget	DB00139	Q9BXA5
drugbank.DB00140	ligand	55312	DrugCentral;DrugBank	DrugHasTarget	DB00140	Q969G6
drugbank.DB00140	product of	645	DrugCentral;DrugBank	DrugHasTarget	DB00140	P30043
drugbank.DB00142		2911	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13255
drugbank.DB00142		2914	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q14833
drugbank.DB00142		2900	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q16099
drugbank.DB00142		2901	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q16478
drugbank.DB00142		2917	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q14831
drugbank.DB00142		2918	DrugCentral;DrugBank	DrugHasTarget	DB00142	O00222
drugbank.DB00142		6507	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43003
drugbank.DB00142		6506	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43004
drugbank.DB00142		6505	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43005
drugbank.DB00142	substrate	2747	DrugCentral;DrugBank	DrugHasTarget	DB00142	P49448
drugbank.DB00142		2746	DrugCentral;DrugBank	DrugHasTarget	DB00142	P00367
drugbank.DB00142		2897	DrugCentral;DrugBank	DrugHasTarget	DB00142	P39086
drugbank.DB00142		2890	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42261
drugbank.DB00142		2891	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42262
drugbank.DB00142		2892	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42263
drugbank.DB00142		2893	DrugCentral;DrugBank	DrugHasTarget	DB00142	P48058
drugbank.DB00142		2898	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13002
drugbank.DB00142		2899	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13003
drugbank.DB00143		373156	DrugCentral;DrugBank	DrugHasTarget	DB00143	Q9Y2Q3
drugbank.DB00145		6536	DrugCentral	DrugHasTarget	DB00145	P48067
drugbank.DB00146	agonist	7421	DrugCentral;DrugBank	DrugHasTarget	DB00146	P11473
drugbank.DB00152	substrate	27010	DrugCentral;DrugBank	DrugHasTarget	DB00152	Q9H3S4
drugbank.DB00152		10560	DrugCentral	DrugHasTarget	DB00152	O60779
drugbank.DB00153	agonist	7421	DrugCentral;DrugBank	DrugHasTarget	DB00153	P11473
drugbank.DB00159	agonist	5468	DrugCentral;DrugBank	DrugHasTarget	DB00159	P37231
drugbank.DB00159	agonist	5467	DrugCentral;DrugBank	DrugHasTarget	DB00159	Q03181
drugbank.DB00159		5465	DrugCentral;DrugBank	DrugHasTarget	DB00159	Q07869
drugbank.DB00162	substrate	145226	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q96NR8
drugbank.DB00162		5947	DrugCentral	DrugHasTarget	DB00162	P09455
drugbank.DB00162	substrate	5959	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q92781
drugbank.DB00162	substrate	112724	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q8NBN7
drugbank.DB00162		5949	DrugCentral	DrugHasTarget	DB00162	P10745
drugbank.DB00162	substrate	8854	DrugCentral;DrugBank	DrugHasTarget	DB00162	O94788
drugbank.DB00162	substrate	216	DrugCentral;DrugBank	DrugHasTarget	DB00162	P00352
drugbank.DB00162		6017	DrugCentral	DrugHasTarget	DB00162	P12271
drugbank.DB00165	ligand	8566	DrugCentral;DrugBank	DrugHasTarget	DB00165	O00764
drugbank.DB00169	agonist	7421	DrugCentral;DrugBank	DrugHasTarget	DB00169	P11473
drugbank.DB00175	inhibitor	3156	DrugCentral;DrugBank	DrugHasTarget	DB00175	P04035
drugbank.DB00176	inhibitor	6532	DrugCentral;DrugBank	DrugHasTarget	DB00176	P31645
drugbank.DB00177	antagonist	185	DrugCentral;DrugBank	DrugHasTarget	DB00177	P30556
drugbank.DB00178	inhibitor	1636	DrugCentral;DrugBank	DrugHasTarget	DB00178	P12821
drugbank.DB00179	inhibitor	240	DrugCentral;DrugBank	DrugHasTarget	DB00179	P09917
drugbank.DB00180	agonist	2908	DrugCentral;DrugBank	DrugHasTarget	DB00180	P04150
drugbank.DB00181	agonist	2550	DrugCentral;DrugBank	DrugHasTarget	DB00181	Q9UBS5
drugbank.DB00181	agonist	9568	DrugCentral;DrugBank	DrugHasTarget	DB00181	O75899
drugbank.DB00182	negative modulator	6531	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q01959
drugbank.DB00182	agonist	9607	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q16568
drugbank.DB00182	agonist	134864	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q96RJ0
drugbank.DB00182	stimulator	6530	DrugCentral;DrugBank	DrugHasTarget	DB00182	P23975
drugbank.DB00182	agonist	148	DrugCentral;DrugBank	DrugHasTarget	DB00182	P35348
drugbank.DB00182	agonist	150	DrugCentral;DrugBank	DrugHasTarget	DB00182	P08913
drugbank.DB00182	binder	6532	DrugCentral;DrugBank	DrugHasTarget	DB00182	P31645
drugbank.DB00183	agonist	887	DrugCentral;DrugBank	DrugHasTarget	DB00183	P32239
drugbank.DB00184	agonist	1137	DrugCentral;DrugBank	DrugHasTarget	DB00184	P43681
drugbank.DB00184	agonist	1139	DrugCentral;DrugBank	DrugHasTarget	DB00184	P36544
drugbank.DB00184	agonist	1141	DrugCentral;DrugBank	DrugHasTarget	DB00184	P17787
drugbank.DB00184	agonist	1135	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q15822
drugbank.DB00184	agonist	1136	DrugCentral;DrugBank	DrugHasTarget	DB00184	P32297
drugbank.DB00184	agonist	8973	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q15825
drugbank.DB00184	agonist	1142	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q05901
drugbank.DB00184	agonist	1143	DrugCentral;DrugBank	DrugHasTarget	DB00184	P30926
drugbank.DB00185	agonist	1131	DrugCentral;DrugBank	DrugHasTarget	DB00185	P20309
drugbank.DB00185	agonist	1128	DrugCentral;DrugBank	DrugHasTarget	DB00185	P11229
drugbank.DB00186	positive allosteric modulator;ligand	2554	DrugCentral;DrugBank	DrugHasTarget	DB00186	P14867
drugbank.DB00186	positive allosteric modulator	2562	DrugCentral;DrugBank	DrugHasTarget	DB00186	P28472
drugbank.DB00186	positive allosteric modulator;ligand	2566	DrugCentral;DrugBank	DrugHasTarget	DB00186	P18507
drugbank.DB00187	antagonist	153	DrugCentral;DrugBank	DrugHasTarget	DB00187	P08588
drugbank.DB00188	inhibitor	5693	DrugCentral;DrugBank	DrugHasTarget	DB00188	P28074
drugbank.DB00188	inhibitor	5689	DrugCentral;DrugBank	DrugHasTarget	DB00188	P20618
drugbank.DB00189	positive allosteric modulator	2554	DrugCentral;DrugBank	DrugHasTarget	DB00189	P14867
drugbank.DB00189	positive allosteric modulator	2562	DrugCentral;DrugBank	DrugHasTarget	DB00189	P28472
drugbank.DB00189	positive allosteric modulator	2566	DrugCentral;DrugBank	DrugHasTarget	DB00189	P18507
drugbank.DB00190	inhibitor	1644	DrugCentral;DrugBank	DrugHasTarget	DB00190	P20711
drugbank.DB00191	inhibitor	6530	DrugCentral;DrugBank	DrugHasTarget	DB00191	P23975
drugbank.DB00191	inhibitor	6531	DrugCentral;DrugBank	DrugHasTarget	DB00191	Q01959
drugbank.DB00192	inhibitor	6331	DrugCentral;DrugBank	DrugHasTarget	DB00192	Q14524
drugbank.DB00193	agonist	4988	DrugCentral;DrugBank	DrugHasTarget	DB00193	P35372
drugbank.DB00193	inhibitor	6530	DrugCentral;DrugBank	DrugHasTarget	DB00193	P23975
drugbank.DB00193	inhibitor	6532	DrugCentral;DrugBank	DrugHasTarget	DB00193	P31645
drugbank.DB00193	agonist	4986	DrugCentral;DrugBank	DrugHasTarget	DB00193	P41145
drugbank.DB00193	agonist	4985	DrugCentral;DrugBank	DrugHasTarget	DB00193	P41143
drugbank.DB00195	antagonist	153	DrugCentral;DrugBank	DrugHasTarget	DB00195	P08588
drugbank.DB00195	antagonist	154	DrugCentral;DrugBank	DrugHasTarget	DB00195	P07550
drugbank.DB00196	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00196	P10613
drugbank.DB00197	agonist	5468	DrugCentral;DrugBank	DrugHasTarget	DB00197	P37231
drugbank.DB00199	agonist	2862	DrugCentral;DrugBank	DrugHasTarget	DB00199	O43193
drugbank.DB00199	inhibitor	3757	DrugCentral;DrugBank	DrugHasTarget	DB00199	Q12809
drugbank.DB00201	antagonist;multitarget	134	DrugCentral;DrugBank	DrugHasTarget	DB00201	P30542
drugbank.DB00201	antagonist;multitarget	135	DrugCentral;DrugBank	DrugHasTarget	DB00201	P29274
drugbank.DB00201	inhibitor	5293	DrugCentral;DrugBank	DrugHasTarget	DB00201	O00329
drugbank.DB00203	inhibitor	8654	DrugCentral;DrugBank	DrugHasTarget	DB00203	O76074
drugbank.DB00204	inhibitor	3757	DrugCentral;DrugBank	DrugHasTarget	DB00204	Q12809
drugbank.DB00204	inhibitor	3776	DrugCentral;DrugBank	DrugHasTarget	DB00204	O95069
drugbank.DB00205	inhibitor	1719	DrugCentral;DrugBank	DrugHasTarget	DB00205	P00374
drugbank.DB00205	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00205	P13922
drugbank.DB00205		3074	DrugCentral;DrugBank	DrugHasTarget	DB00205	P07686
drugbank.DB00206	inhibitor	6571	DrugCentral;DrugBank	DrugHasTarget	DB00206	Q05940
drugbank.DB00206	inhibitor	6570	DrugCentral;DrugBank	DrugHasTarget	DB00206	P54219
drugbank.DB00208	antagonist	64805	DrugCentral;DrugBank	DrugHasTarget	DB00208	Q9H244
drugbank.DB00209	antagonist	1128	DrugCentral;DrugBank	DrugHasTarget	DB00209	P11229
drugbank.DB00210	agonist	5916	DrugCentral;DrugBank	DrugHasTarget	DB00210	P13631
drugbank.DB00210	agonist	5915	DrugCentral;DrugBank	DrugHasTarget	DB00210	P10826
drugbank.DB00210		5914	DrugCentral;DrugBank	DrugHasTarget	DB00210	P10276
drugbank.DB00211	agonist	148	DrugCentral;DrugBank	DrugHasTarget	DB00211	P35348
drugbank.DB00212	inhibitor	5972	DrugCentral;DrugBank	DrugHasTarget	DB00212	P00797
drugbank.DB00213	inhibitor	495	DrugCentral;DrugBank	DrugHasTarget	DB00213	P20648
drugbank.DB00214	inhibitor	6557	DrugCentral;DrugBank	DrugHasTarget	DB00214	Q13621
drugbank.DB00215	inhibitor	6532	DrugCentral;DrugBank	DrugHasTarget	DB00215	P31645
drugbank.DB00215	binder	3269	DrugCentral;DrugBank	DrugHasTarget	DB00215	P35367
drugbank.DB00216	agonist	3352	DrugCentral;DrugBank	DrugHasTarget	DB00216	P28221
drugbank.DB00216	agonist	3351	DrugCentral;DrugBank	DrugHasTarget	DB00216	P28222
drugbank.DB00216	agonist	3355	DrugCentral;DrugBank	DrugHasTarget	DB00216	P30939
drugbank.DB00216	agonist	3350	DrugCentral;DrugBank	DrugHasTarget	DB00216	P08908
drugbank.DB00216		3354	DrugCentral	DrugHasTarget	DB00216	P28566
drugbank.DB00219	antagonist	1128	DrugCentral;DrugBank	DrugHasTarget	DB00219	P11229
drugbank.DB00221	agonist	154	DrugCentral;DrugBank	DrugHasTarget	DB00221	P07550
drugbank.DB00222	inhibitor	3767	DrugCentral;DrugBank	DrugHasTarget	DB00222	Q14654
drugbank.DB00222	inducer	6833	DrugCentral;DrugBank	DrugHasTarget	DB00222	Q09428
drugbank.DB00223	agonist	2908	DrugCentral;DrugBank	DrugHasTarget	DB00223	P04150
drugbank.DB00224	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00224	Q72874
drugbank.DB00226	partial agonist	6530	DrugCentral;DrugBank	DrugHasTarget	DB00226	P23975
drugbank.DB00227	inhibitor	3156	DrugCentral;DrugBank	DrugHasTarget	DB00227	P04035
drugbank.DB00227	inhibitory allosteric modulator	3683	DrugCentral;DrugBank	DrugHasTarget	DB00227	P20701
drugbank.DB00227	other	3066	DrugCentral;DrugBank	DrugHasTarget	DB00227	Q92769
drugbank.DB00228	potentiator	2741	DrugCentral;DrugBank	DrugHasTarget	DB00228	P23415
drugbank.DB00229	inducer		DrugCentral;DrugBank	DrugHasTarget	DB00229	Q8XJ01
drugbank.DB00230		781	DrugCentral;DrugBank	DrugHasTarget	DB00230	P54289
drugbank.DB00231	positive allosteric modulator;ligand	2554	DrugCentral;DrugBank	DrugHasTarget	DB00231	P14867
drugbank.DB00231	positive allosteric modulator	2561	DrugCentral;DrugBank	DrugHasTarget	DB00231	P47870
drugbank.DB00231	positive allosteric modulator;ligand	2566	DrugCentral;DrugBank	DrugHasTarget	DB00231	P18507
drugbank.DB00233	inhibitor	5743	DrugCentral;DrugBank	DrugHasTarget	DB00233	P35354
drugbank.DB00234	inhibitor	6530	DrugCentral;DrugBank	DrugHasTarget	DB00234	P23975
drugbank.DB00235	inhibitor	5139	DrugCentral;DrugBank	DrugHasTarget	DB00235	Q14432
drugbank.DB00237	positive allosteric modulator	2554	DrugCentral;DrugBank	DrugHasTarget	DB00237	P14867
drugbank.DB00237	positive allosteric modulator	2561	DrugCentral;DrugBank	DrugHasTarget	DB00237	P47870
drugbank.DB00237	positive allosteric modulator	2566	DrugCentral;DrugBank	DrugHasTarget	DB00237	P18507
drugbank.DB00238	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00238	Q72547
drugbank.DB00239	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00239	P10613
drugbank.DB00240	agonist	2908	DrugCentral;DrugBank	DrugHasTarget	DB00240	P04150
drugbank.DB00241	potentiator;positive allosteric modulator	2554	DrugCentral;DrugBank	DrugHasTarget	DB00241	P14867
drugbank.DB00241	positive allosteric modulator	2562	DrugCentral;DrugBank	DrugHasTarget	DB00241	P28472
drugbank.DB00241	positive allosteric modulator	2566	DrugCentral;DrugBank	DrugHasTarget	DB00241	P18507
drugbank.DB00244	inhibitor	5743	DrugCentral;DrugBank	DrugHasTarget	DB00244	P35354
drugbank.DB00244	inhibitor	5742	DrugCentral;DrugBank	DrugHasTarget	DB00244	P23219
drugbank.DB00244	inhibitor	240	DrugCentral;DrugBank	DrugHasTarget	DB00244	P09917
drugbank.DB00244	agonist	5468	DrugCentral;DrugBank	DrugHasTarget	DB00244	P37231
drugbank.DB00245	antagonist	1128	DrugCentral;DrugBank	DrugHasTarget	DB00245	P11229
drugbank.DB00245	inhibitor	6531	DrugCentral;DrugBank	DrugHasTarget	DB00245	Q01959
drugbank.DB00245	antagonist	3269	DrugCentral;DrugBank	DrugHasTarget	DB00245	P35367
drugbank.DB00245	inhibitor	6532	DrugCentral;DrugBank	DrugHasTarget	DB00245	P31645
drugbank.DB00245	inhibitor	6530	DrugCentral;DrugBank	DrugHasTarget	DB00245	P23975
drugbank.DB00246	antagonist	1813	DrugCentral;DrugBank	DrugHasTarget	DB00246	P14416
drugbank.DB00246	antagonist	1812	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21728
drugbank.DB00246	antagonist	1816	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21918
drugbank.DB00246	antagonist	3356	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28223
drugbank.DB00246	antagonist	1814	DrugCentral;DrugBank	DrugHasTarget	DB00246	P35462
drugbank.DB00246	antagonist	1815	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21917
drugbank.DB00246	agonist	3350	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08908
drugbank.DB00246	antagonist	3351	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28222
drugbank.DB00246	antagonist	3352	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28221
drugbank.DB00246	antagonist	3354	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28566
drugbank.DB00246	antagonist	3358	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28335
drugbank.DB00246	antagonist	3359	DrugCentral;DrugBank	DrugHasTarget	DB00246	P46098
drugbank.DB00246	antagonist	3362	DrugCentral;DrugBank	DrugHasTarget	DB00246	P50406
drugbank.DB00246	antagonist	3363	DrugCentral;DrugBank	DrugHasTarget	DB00246	P34969
drugbank.DB00246	antagonist	3269	DrugCentral;DrugBank	DrugHasTarget	DB00246	P35367
drugbank.DB00246	antagonist	148	DrugCentral;DrugBank	DrugHasTarget	DB00246	P35348
drugbank.DB00246	antagonist	147	DrugCentral;DrugBank	DrugHasTarget	DB00246	P35368
drugbank.DB00246	antagonist	150	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08913
drugbank.DB00246	antagonist	151	DrugCentral;DrugBank	DrugHasTarget	DB00246	P18089
drugbank.DB00246	antagonist	152	DrugCentral;DrugBank	DrugHasTarget	DB00246	P18825
drugbank.DB00246	antagonist	1128	DrugCentral;DrugBank	DrugHasTarget	DB00246	P11229
drugbank.DB00246	antagonist	1129	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08172
drugbank.DB00246	antagonist	1131	DrugCentral;DrugBank	DrugHasTarget	DB00246	P20309
drugbank.DB00246	antagonist	1132	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08173
drugbank.DB00246	antagonist	1133	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08912
drugbank.DB00247	antagonist	3357	DrugCentral;DrugBank	DrugHasTarget	DB00247	P41595
drugbank.DB00247	antagonist	3358	DrugCentral;DrugBank	DrugHasTarget	DB00247	P28335
drugbank.DB00247	antagonist	3356	DrugCentral;DrugBank	DrugHasTarget	DB00247	P28223
drugbank.DB00247	agonist	3350	DrugCentral;DrugBank	DrugHasTarget	DB00247	P08908
